code,name,registered,voters,blanks,nulls,boycotts,PPD/PSD,PS,CDS-PP,PCP-PEV,B.E.,MEP,PCTP/MRPP,PPM,MPT,MMS,P.N.R.,P.H.,POUS,PPD/PSD.CDS-PP,L,PND,PTP,PAN,MAS,PPV,PNR,PDA
171100,Santa Marta de Penaguião,7974,2560,82,64,0,0,1188,0,129,40,0,33,12,110,0,0,0,1,819,23,12,21,12,5,6,2,1
141800,Tomar,37038,12891,696,512,0,0,3973,0,1257,610,0,219,74,1128,0,0,0,16,3645,233,113,85,188,42,34,54,12
91300,Trancoso,10199,3465,159,113,0,0,1315,0,99,64,0,35,17,200,0,0,0,4,1300,24,42,20,30,14,15,10,4
10000,Aveiro,655211,218293,12451,6842,0,0,62893,0,14784,9223,0,3152,1190,18584,0,0,0,280,76651,3660,1713,1348,2822,822,688,895,295
80900,Monchique,5094,2301,114,78,0,0,773,0,296,100,0,90,13,104,0,0,0,4,582,43,16,15,35,12,8,9,9
51000,Vila de Rei,2947,1603,101,141,0,0,276,0,55,19,0,15,9,95,0,0,0,2,808,14,16,14,15,7,4,6,6
70000,Évora,142888,53967,1881,1238,0,0,17789,0,16901,2008,0,1272,191,2120,0,0,0,38,8401,779,162,157,535,119,123,207,46
41200,Vinhais,10857,2924,78,74,0,0,1281,0,97,54,0,28,16,127,0,0,0,2,1014,22,38,21,41,13,4,10,4
181800,Sernancelhe,6513,2392,63,47,0,0,631,0,42,32,0,13,13,103,0,0,0,6,1352,14,27,9,15,4,14,5,2
140400,Alpiarça,6496,2565,92,48,0,0,728,0,1103,62,0,40,7,112,0,0,0,0,281,30,11,10,26,5,3,5,2
71000,Redondo,6005,1900,85,26,0,0,678,0,527,69,0,49,4,67,0,0,0,3,307,21,10,10,28,5,2,8,1
160000,Viana do Castelo,253349,77715,4270,2207,1,0,22947,0,6075,2593,0,1188,420,6285,0,0,0,110,27296,1152,817,498,926,277,235,301,118
150500,Grândola,12411,4846,150,73,0,0,1478,0,1849,168,0,141,17,196,0,0,0,2,592,62,14,12,52,8,6,21,5
90500,Fornos de Algodres,5318,1985,61,46,0,0,851,0,77,38,0,12,11,122,0,0,0,2,680,14,19,19,18,10,3,2,0
61300,Penacova,14778,4587,228,134,0,0,1727,0,387,106,0,67,13,216,0,0,0,6,1528,39,37,24,34,21,9,9,2
171300,Vila Pouca de Aguiar,17154,4848,159,101,0,0,1721,0,239,55,0,66,20,213,0,0,0,8,2049,36,70,34,31,21,11,8,6
131500,Valongo,81402,30355,1413,999,0,0,10508,0,3516,1559,0,596,197,2750,0,0,0,36,6842,586,218,191,543,121,102,146,32
141200,Golegã,5136,1679,60,43,0,0,597,0,336,61,0,37,8,103,0,0,0,2,359,12,8,12,19,6,6,7,3
142000,Vila Nova da Barquinha,6462,2529,106,99,0,0,955,0,391,139,0,51,23,220,0,0,0,1,393,38,16,15,47,11,8,12,4
50200,Castelo Branco,50964,17804,745,691,0,0,7574,0,1321,666,0,288,105,1154,0,0,0,18,4247,344,133,101,200,52,70,64,31
101500,Pombal,54546,13285,930,435,0,0,2859,0,631,399,0,161,44,858,0,0,0,15,6118,240,164,72,159,70,38,65,27
80700,Lagos,23732,7074,370,185,0,0,2261,0,1071,524,0,209,48,630,0,0,0,6,1245,177,43,48,166,26,27,29,9
310900,Santana,8392,2854,53,160,0,0,546,0,86,64,0,50,25,219,0,0,0,18,1205,53,52,200,64,24,16,10,9
50900,Sertã,14701,5522,269,290,0,0,1453,0,146,125,0,64,29,320,0,0,0,10,2539,80,51,36,45,25,14,17,9
61200,Pampilhosa da Serra,4158,1444,65,49,0,0,496,0,65,27,0,22,5,64,0,0,0,2,577,11,18,14,12,9,1,6,1
490100,Corvo,350,134,5,0,0,0,72,0,5,0,0,0,20,3,0,0,0,0,10,0,0,0,0,0,1,0,18
140800,Constância,3467,1315,71,44,0,0,481,0,279,50,0,50,9,97,0,0,0,0,171,16,5,12,16,2,3,9,0
20900,Mértola,6714,2641,75,49,0,0,982,0,1025,73,0,77,4,70,0,0,0,0,205,24,7,9,12,7,6,14,2
420200,Nordeste,4846,1360,59,38,0,0,679,0,42,40,0,14,5,38,0,0,0,1,379,5,13,11,18,3,2,1,12
181900,Tabuaço,6044,1874,87,51,0,0,640,0,60,30,0,20,9,85,0,0,0,2,815,6,23,14,12,9,5,4,2
100500,Bombarral,11782,3706,241,113,0,0,966,0,550,115,0,59,23,252,0,0,0,7,1142,73,30,20,62,14,16,17,6
71100,Reguengos de Monsaraz,9205,3176,125,75,0,0,1565,0,576,64,0,73,12,92,0,0,0,1,485,24,10,11,33,6,6,12,6
81500,Vila do Bispo,4098,1260,78,21,0,0,496,0,144,89,0,26,10,81,0,0,0,3,230,22,6,4,35,4,5,5,1
80400,Castro Marim,5895,1849,73,56,0,0,779,0,192,110,0,32,7,110,0,0,0,7,404,19,14,5,21,9,4,5,2
61600,Tábua,10699,3410,161,135,0,0,1289,0,217,80,0,62,21,216,0,0,0,9,1057,27,28,25,39,22,6,13,3
140100,Abrantes,34769,12718,593,432,0,0,4989,0,1519,755,0,274,83,819,0,0,0,15,2497,233,67,81,188,57,28,71,17
50600,Oleiros,5441,2260,130,110,0,0,513,0,50,38,0,21,11,87,0,0,0,2,1200,28,27,10,11,7,4,8,3
420500,Ribeira Grande,27411,4099,207,124,0,0,1615,0,152,295,0,52,25,181,0,0,0,6,1176,56,26,27,53,12,8,6,78
21000,Moura,13180,3520,88,65,0,0,1300,0,1210,86,0,114,12,74,0,0,0,4,450,30,19,16,18,13,4,14,3
30300,Braga,159745,59601,2900,1432,0,0,17985,0,6785,2788,0,1051,285,4755,0,0,0,71,17899,1366,382,322,753,287,256,216,68
101000,Marinha Grande,33633,11437,623,335,0,0,3152,0,2930,768,0,262,62,866,0,0,0,36,1752,217,47,53,205,37,28,51,13
420300,Ponta Delgada,64210,11110,664,261,0,0,4216,0,552,528,0,158,64,814,0,0,0,10,2966,238,79,57,176,28,28,37,234
30900,Póvoa de Lanhoso,23933,7931,335,118,0,0,2914,0,307,155,0,94,36,494,0,0,0,14,3177,72,52,45,49,32,14,14,9
120700,Elvas,19892,5873,225,175,0,0,2868,0,615,219,0,119,30,254,0,0,0,3,1119,61,31,23,51,26,17,30,7
100400,Batalha,14210,5231,377,293,0,0,895,0,214,209,0,52,26,386,0,0,0,5,2455,85,64,37,75,24,13,14,7
171400,Vila Real,50853,17129,697,584,0,0,5776,0,1003,533,0,216,100,1205,0,0,0,28,5804,284,150,110,197,70,289,62,21
140000,Santarém,396649,137998,6738,4711,0,0,43954,0,19335,6609,0,2549,814,9448,0,0,0,159,35590,2415,901,800,2013,547,516,685,214
80800,Loulé,57207,14382,673,476,0,0,4413,0,1357,755,0,303,71,984,0,0,0,27,4197,280,148,101,355,66,52,89,35
100800,Figueiró dos Vinhos,6098,2267,127,84,0,0,732,0,86,58,0,16,13,129,0,0,0,8,898,18,29,13,23,10,7,10,6
40400,Freixo de Espada à Cinta,3616,1092,32,24,0,0,476,0,40,27,0,17,4,59,0,0,0,3,363,9,10,10,14,0,2,0,2
111200,Sobral de Monte Agraço,8070,2788,130,82,0,0,819,0,741,111,0,78,14,135,0,0,0,4,484,67,27,19,41,8,6,16,6
20700,Cuba,3942,1555,52,28,0,0,500,0,716,23,0,40,5,24,0,0,0,0,112,19,3,3,16,3,1,9,1
21200,Ourique,4761,1599,69,38,0,0,670,0,319,25,0,47,4,39,0,0,0,0,320,16,10,2,20,4,3,10,3
90700,Guarda,39869,13718,492,593,0,0,4444,0,910,654,0,268,76,967,0,0,0,21,4385,214,114,80,291,50,95,46,18
51100,Vila Velha de Ródão,3055,1305,29,37,0,0,710,0,102,38,0,22,6,32,0,0,0,5,296,7,3,4,6,5,0,2,1
180800,Mortágua,9847,2606,224,62,0,0,832,0,113,62,0,19,11,146,0,0,0,2,1010,44,21,11,22,10,8,4,5
120600,Crato,3270,1252,57,41,0,0,542,0,251,23,0,28,1,41,0,0,0,0,229,11,5,4,8,1,2,6,2
61500,Soure,18059,5944,343,165,0,0,2546,0,650,279,0,97,30,417,0,0,0,6,1126,89,39,24,68,25,12,22,6
80200,Alcoutim,2756,1035,44,18,0,0,469,0,104,12,0,16,6,24,0,0,0,2,297,7,13,1,5,7,4,5,1
91400,Vila Nova de Foz Côa,8158,2598,98,71,0,0,1022,0,106,56,0,19,14,141,0,0,0,3,970,20,24,12,18,11,6,5,2
90800,Manteigas,3671,1040,39,30,0,0,411,0,103,30,0,24,4,55,0,0,0,3,293,17,7,6,8,2,3,3,2
31300,Vila Verde,47873,16397,720,422,0,0,3542,0,663,309,0,164,91,972,0,0,0,17,8762,178,162,108,132,62,28,42,23
11800,Vagos,22654,5897,268,196,0,0,804,0,185,171,0,47,36,335,0,0,0,5,3560,73,50,36,67,15,12,22,15
91000,Pinhel,10131,3085,128,143,0,0,879,0,164,80,0,34,14,123,0,0,0,2,1379,28,44,13,20,10,12,8,4
100200,Alvaiázere,6892,2476,127,86,0,0,429,0,49,50,0,36,9,146,0,0,0,0,1435,25,25,17,13,10,6,9,4
130500,Lousada,40155,12998,423,305,0,0,5085,0,786,375,0,205,81,991,0,0,0,12,4095,142,117,96,151,42,25,54,13
40300,Carrazeda de Ansiães,6912,2248,100,77,0,0,645,0,92,56,0,28,17,133,0,0,0,3,973,20,29,23,28,11,8,4,1
171000,Sabrosa,6867,2154,85,90,0,0,852,0,149,34,0,34,10,101,0,0,0,3,679,18,28,20,18,11,11,5,6
160300,Melgaço,11612,2359,127,50,0,0,1024,0,44,32,0,23,11,142,0,0,0,2,775,26,46,14,16,9,7,7,4
90200,Almeida,7712,2308,120,81,0,0,708,0,121,46,0,23,10,102,0,0,0,6,952,20,35,18,39,10,5,7,5
70800,Mourão,2373,796,24,26,0,0,377,0,116,16,0,18,4,25,0,0,0,0,177,2,0,0,4,2,1,4,0
310100,Calheta (R.A.M.),12489,4378,68,251,0,0,497,0,88,78,0,49,40,284,0,0,0,11,2521,52,73,238,69,20,13,14,12
40700,Mirandela,24472,7522,251,289,0,0,2018,0,449,247,0,108,37,467,0,0,0,11,3316,66,71,34,69,17,37,27,8
150800,Palmela,51647,17055,676,523,0,0,4688,0,4626,1075,0,448,90,1213,0,0,0,19,2462,424,88,86,391,69,41,113,23
110200,Arruda dos Vinhos,10420,3685,228,110,0,0,1166,0,515,160,0,59,19,302,0,0,0,3,852,89,29,18,61,22,26,21,5
131000,Paredes,72459,26791,914,1035,0,0,8286,0,1858,844,0,447,146,2033,0,0,0,29,9795,370,267,181,258,97,87,91,53
121100,Monforte,2793,1041,24,17,0,0,429,0,274,23,0,38,4,28,0,0,0,1,173,5,3,6,9,1,2,3,1
310300,Funchal,106514,37627,714,2561,0,0,8932,0,2422,1726,0,716,417,3922,0,0,0,88,9818,845,997,2209,1468,177,206,233,176
50000,Castelo Branco,183515,64005,2740,2514,1,0,25484,0,5264,2187,0,1078,341,4180,0,0,0,90,16913,962,452,434,650,208,196,219,93
450200,Velas,5065,1044,59,16,0,0,334,0,31,31,0,13,7,56,0,0,0,1,434,10,13,12,9,2,1,1,14
60700,Lousã,13718,4599,311,154,1,0,1881,0,328,248,0,59,19,361,0,0,0,8,985,69,32,29,70,19,8,13,5
180300,Castro Daire,16357,4454,226,92,0,0,1502,0,154,65,0,49,21,246,0,0,0,4,1901,39,52,32,21,14,14,17,5
110500,Cascais,174003,60980,2549,1690,0,0,15743,0,7282,3011,0,777,360,4205,0,0,0,44,19824,2196,313,219,1677,214,429,376,71
430100,Angra do Heroísmo,33050,7691,486,167,0,0,3157,0,262,251,0,57,44,403,0,0,0,6,2484,108,33,40,94,22,22,16,39
111600,Odivelas,122967,45500,1628,1615,0,0,15297,0,7252,2558,0,907,262,3115,0,0,0,50,9159,1244,286,241,1135,179,162,342,68
151100,Sesimbra,41695,13065,461,461,0,0,3701,0,3163,828,0,278,62,977,0,0,0,8,2038,338,61,72,385,66,56,92,18
181100,Penalva do Castelo,8670,2761,95,95,0,0,996,0,140,45,0,34,16,163,0,0,0,1,1076,25,23,12,23,6,5,2,4
120800,Fronteira,2879,1197,48,26,0,0,474,0,194,44,0,10,15,71,0,0,0,1,270,11,5,7,14,2,2,3,0
180600,Mangualde,20142,5689,292,206,0,0,2191,0,297,145,0,61,27,378,0,0,0,7,1833,75,23,28,68,16,11,18,13
11100,Mealhada,18769,5578,354,157,0,0,2228,0,559,254,0,71,29,416,0,0,0,8,1263,74,23,14,74,23,10,18,3
30200,Barcelos,107494,42076,2250,1044,0,0,12174,0,2042,1341,0,449,238,3339,0,0,0,52,16930,563,375,262,405,214,165,169,64
90400,Figueira de Castelo Rodrigo,6023,2003,41,58,0,0,849,0,59,56,0,23,10,114,0,0,0,4,712,13,19,6,19,4,6,7,3
121200,Nisa,6633,2534,95,69,0,0,1067,0,469,46,0,59,6,86,0,0,0,1,529,24,16,9,31,8,5,9,5
141300,Mação,6757,3409,152,157,0,0,1118,0,191,100,0,39,26,213,0,0,0,10,1200,38,39,29,51,14,11,7,14
60800,Mira,13095,3577,215,105,0,0,1078,0,129,102,0,41,11,275,0,0,0,6,1446,52,26,23,29,9,11,15,4
170100,Alijó,12857,4027,137,138,0,0,1536,0,196,67,0,55,17,195,0,0,0,3,1504,29,30,36,33,27,6,13,5
11600,São João da Madeira,20343,7517,418,191,0,0,2522,0,675,367,0,110,39,627,0,0,0,17,2160,132,34,36,118,21,19,24,7
140600,Cartaxo,20900,7185,294,237,0,0,2523,0,1159,405,0,192,60,536,0,0,0,5,1272,173,30,42,157,34,16,36,14
160800,Valença,13786,3679,192,79,0,0,1135,0,178,72,0,52,28,278,0,0,0,5,1501,38,30,19,39,8,5,17,3
20200,Almodôvar,6778,2133,63,58,0,0,1008,0,361,82,0,60,11,82,0,0,0,1,312,17,13,12,38,8,2,4,1
101400,Peniche,25291,7119,374,209,0,0,2159,0,1143,275,0,146,34,469,0,0,0,3,1886,118,35,34,147,17,24,38,8
31000,Terras de Bouro,7741,2806,114,61,0,0,765,0,171,33,0,25,21,207,0,0,0,2,1307,20,23,14,16,6,6,11,4
70100,Alandroal,5099,2054,32,25,0,0,754,0,784,70,0,65,10,55,0,0,0,2,194,18,9,11,14,4,3,4,0
160400,Monção,20933,5243,308,103,0,0,1665,0,175,179,0,37,21,337,0,0,0,11,2163,50,57,34,49,15,5,30,4
170700,Murça,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130700,Marco de Canaveses,46686,14040,455,351,0,0,5044,0,782,428,0,223,83,1423,0,0,0,20,4562,161,107,101,131,63,28,58,20
41000,Vila Flor,7328,2398,97,76,0,0,959,0,122,80,0,27,12,118,0,0,0,6,791,15,30,24,13,10,9,7,2
131200,Porto,218246,92591,3528,2325,0,0,27593,0,11529,5121,0,1177,469,7249,0,0,0,73,27477,2667,399,292,1731,243,281,315,122
50800,Proença-a-Nova,7841,3061,123,137,0,0,970,0,54,60,0,23,17,215,0,0,0,5,1320,30,25,14,34,11,12,8,3
10800,Estarreja,24745,7551,469,229,0,0,1928,0,681,267,0,164,43,675,0,0,0,5,2643,119,69,64,100,34,22,32,7
111100,Sintra,304329,100332,4127,3493,0,0,30748,0,16134,6268,0,1874,597,7476,0,0,0,91,20658,2864,571,568,2869,442,553,854,145
71300,Viana do Alentejo,4868,1740,54,29,0,0,573,0,646,62,0,59,9,55,0,0,0,1,194,18,5,5,17,5,3,5,0
141500,Salvaterra de Magos,18819,5085,223,169,0,0,1883,0,856,306,0,138,29,354,0,0,0,9,808,77,21,38,93,13,14,45,9
120400,Campo Maior,7547,2528,75,72,0,0,1154,0,638,73,0,71,3,125,0,0,0,0,262,12,3,8,13,12,1,4,2
120500,Castelo de Vide,2974,1137,49,36,0,0,471,0,128,42,0,21,7,66,0,0,0,3,252,24,9,4,12,6,2,5,0
80500,Faro,55952,17198,767,468,0,0,5058,0,2607,1248,0,381,83,1407,0,0,0,22,3724,487,120,94,487,59,59,112,15
131300,Póvoa de Varzim,60193,17482,822,332,0,0,4279,0,1141,645,0,193,81,1487,0,0,0,25,7410,353,113,87,292,63,56,64,39
310400,Machico,21007,6073,109,347,0,0,2373,0,177,165,0,81,61,548,0,0,0,17,1471,88,86,340,129,25,28,15,13
151000,Seixal,133870,47634,1722,1664,0,0,13505,0,13350,2863,0,949,207,3266,0,0,0,39,6665,1137,208,263,1033,156,248,303,56
170800,Peso da Régua,16710,4419,140,102,0,0,1840,0,398,113,0,83,17,284,0,0,0,1,1259,57,27,17,29,13,22,12,5
81300,Silves,30256,9098,439,297,0,0,2649,0,1979,499,0,324,61,605,0,0,0,11,1659,131,62,63,177,40,32,57,13
81200,São Brás de Alportel,9014,2747,147,102,0,0,922,0,295,161,0,53,12,200,0,0,0,5,643,53,25,24,70,13,10,12,0
80600,Lagoa,18406,5603,210,141,0,0,1842,0,720,451,0,165,40,416,0,0,0,4,1167,111,39,40,151,25,15,60,6
181700,Sátão,13852,3644,122,141,0,0,975,0,91,59,0,35,17,267,0,0,0,4,1774,47,42,8,26,9,16,3,8
420400,Povoação,6383,1430,111,32,0,0,787,0,33,33,0,9,5,46,0,0,0,1,301,13,10,10,18,2,5,4,10
160900,Viana do Castelo,86302,29065,1798,1003,0,0,8104,0,3588,1451,0,569,164,2899,0,0,0,49,7588,553,293,170,451,118,102,117,48
180100,Armamar,6293,2123,54,71,0,0,527,0,182,57,0,44,9,131,0,0,0,7,928,29,16,26,20,5,10,7,0
150100,Alcácer do Sal,11177,4338,87,76,0,0,1460,0,1789,142,0,126,16,147,0,0,0,2,380,30,14,7,35,4,2,15,6
160100,Arcos de Valdevez,28523,7365,312,153,0,0,2081,0,294,114,0,72,27,518,0,0,0,12,3365,91,95,53,73,36,25,34,10
130200,Baião,18215,5674,148,125,0,0,3319,0,191,85,0,56,19,281,0,0,0,6,1243,40,53,28,34,20,8,11,7
81400,Tavira,22398,6420,376,219,0,0,2213,0,707,420,0,151,37,403,0,0,0,8,1445,144,43,45,126,26,14,32,11
